Age,Attrition,DailyRate,DistanceFromHome,Education,Gender,JobSatisfaction,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole,YearsWithCurrManager,BusinessTravel_Non-Travel,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Human Resources,Department_Research & Development,Department_Sales,EducationField_Human Resources,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,JobRole_Healthcare Representative,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Divorced,MaritalStatus_Married,MaritalStatus_Single
21,1,1427,18,1,1,4,2693,1,0,19,3,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
36,0,1425,14,1,0,4,6586,0,1,17,3,17,16,8,11,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
47,0,1454,2,4,1,4,3294,1,1,18,3,3,3,2,2,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
22,1,617,3,1,1,3,4171,0,1,19,3,4,3,2,2,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
41,1,1085,2,4,1,4,2778,4,1,13,3,10,7,7,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
28,0,995,9,3,1,3,2377,5,0,18,3,6,2,2,2,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
39,1,1122,6,3,0,1,2404,7,1,21,4,8,2,2,2,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
27,0,618,4,3,1,3,2318,1,0,19,3,1,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
34,0,546,10,3,0,2,2008,1,0,14,3,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
42,0,462,14,2,1,3,6244,7,0,17,3,10,5,4,3,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
33,0,1198,1,4,0,1,2799,3,1,11,3,6,3,2,2,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
58,0,1272,5,3,1,2,10552,2,1,13,3,24,6,0,4,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
31,0,154,7,4,0,3,2329,3,0,15,3,13,7,7,2,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
35,0,1137,21,1,1,4,4014,1,1,25,4,10,10,6,7,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
49,0,527,8,2,1,2,7403,4,0,11,3,29,26,9,7,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
48,0,1469,20,4,0,3,2259,4,0,17,3,13,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
31,0,1188,20,2,1,3,6932,1,0,13,3,9,9,8,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
36,0,188,7,4,0,4,4678,2,0,18,3,8,6,2,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
38,0,1333,1,3,1,1,13582,1,0,13,3,15,15,12,11,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
32,0,1184,1,3,1,2,2332,6,0,20,4,5,3,0,2,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
25,1,867,19,2,0,2,2413,1,1,18,3,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
40,0,658,10,4,0,2,9705,2,0,12,3,11,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
26,0,1283,1,3,0,1,4294,1,0,12,3,7,7,7,7,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
41,0,263,6,3,0,1,4721,2,1,13,3,20,18,13,17,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
36,0,938,2,4,0,3,2519,4,0,21,4,16,11,8,9,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
19,1,419,21,3,0,2,2121,1,1,13,3,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
20,1,129,4,3,0,1,2973,1,0,19,3,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
31,0,616,12,3,1,4,5855,0,1,11,3,10,9,7,5,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
40,0,1469,9,4,0,2,3617,8,1,14,3,3,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
32,0,498,3,4,1,1,6725,1,0,12,3,8,8,7,3,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
36,1,530,3,1,0,4,10325,1,1,11,3,16,16,7,7,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
33,0,1069,1,3,1,4,6949,0,0,14,3,6,5,0,4,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
37,1,625,1,4,0,3,10609,5,0,11,3,17,14,1,7,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
45,0,805,4,2,0,2,4447,1,0,12,3,9,9,7,8,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
29,0,1404,20,3,1,4,2157,1,0,15,3,3,3,1,2,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
35,0,1219,18,3,1,3,4601,1,0,16,3,5,5,2,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
52,0,1053,1,2,0,4,17099,2,0,15,3,26,9,8,8,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
58,1,289,2,3,0,3,2479,4,0,24,4,7,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
53,0,1376,2,2,0,3,14852,6,0,13,3,22,17,13,2,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
30,0,231,8,2,0,3,7264,5,0,11,3,10,8,4,7,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
38,0,152,10,3,1,4,5666,1,1,13,3,6,5,3,3,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
35,0,882,3,4,0,4,7823,6,0,13,3,12,10,9,8,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
39,0,903,2,5,0,3,7880,0,0,18,3,9,8,7,7,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
40,1,1479,24,3,1,2,13194,4,1,16,3,22,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
47,0,1379,16,4,0,3,5067,1,1,19,3,20,19,10,7,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
36,0,1229,8,4,0,4,5079,4,0,13,3,12,7,7,7,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
31,1,335,9,2,0,1,2321,0,1,22,4,4,3,2,2,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
33,0,722,17,3,0,3,17444,1,0,11,3,10,10,8,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
29,1,906,10,3,1,1,2404,6,1,20,4,3,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
33,0,461,13,1,1,4,3452,3,0,18,3,5,3,2,2,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
45,0,974,1,4,1,4,2270,3,0,14,3,8,5,3,2,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
50,0,1126,1,2,0,4,17399,9,0,22,4,32,5,4,3,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
33,0,827,1,4,1,2,5488,1,1,13,3,6,6,5,2,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
41,0,840,9,3,0,3,19419,2,0,17,3,21,18,16,11,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
27,0,1134,16,4,1,2,2811,9,0,14,3,4,2,2,2,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
45,0,248,23,2,0,1,3633,1,1,15,3,9,9,8,8,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
47,0,955,4,2,1,4,4163,1,1,17,3,9,9,0,7,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
30,1,138,22,3,1,3,2132,4,1,11,3,7,5,2,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
50,0,939,24,3,0,3,13973,3,1,18,3,22,12,11,5,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
38,0,1391,10,1,0,3,2684,0,0,17,3,3,2,1,2,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
46,0,566,7,2,0,3,10845,6,0,13,3,13,8,7,7,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
24,0,1206,17,1,1,3,4377,1,0,15,3,5,4,2,2,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
35,1,622,14,4,0,2,3743,1,1,24,4,5,4,2,2,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
31,0,853,1,1,1,1,4148,1,0,12,3,4,4,3,3,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
18,0,287,5,2,0,4,1051,1,0,15,3,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
54,0,1441,17,3,1,3,10739,8,0,11,3,22,10,7,8,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
35,0,583,25,4,1,3,10388,1,1,11,3,16,16,10,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
30,0,153,8,2,1,1,11416,0,1,12,3,9,8,7,7,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
20,1,1097,11,3,1,1,2600,1,1,15,3,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
30,1,109,5,3,1,2,2422,0,0,17,3,4,3,2,2,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
26,0,1066,2,2,0,4,5472,1,0,12,3,8,8,7,3,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
22,0,217,8,1,0,1,2451,1,0,15,3,4,4,3,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
48,0,277,6,3,0,3,4240,2,0,13,3,19,2,2,2,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
48,0,1355,4,4,0,3,10999,7,0,14,3,27,15,11,8,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
41,0,549,7,2,1,3,5003,6,0,14,3,8,2,2,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
39,0,466,1,1,1,4,12742,1,0,16,3,21,21,6,8,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
27,0,1055,2,4,1,4,4227,0,0,18,3,4,3,2,2,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
35,0,802,10,3,0,4,3917,1,0,20,4,3,3,2,2,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
42,0,265,5,2,0,3,18303,6,0,13,3,21,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
50,0,804,9,3,0,4,2380,4,0,18,3,8,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
59,0,715,2,3,1,4,13726,3,1,13,3,30,5,3,3,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
37,1,1141,11,2,1,2,4777,5,0,15,3,15,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
55,0,135,18,4,0,2,6385,3,1,14,3,17,8,7,7,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
41,0,247,7,1,1,3,19973,1,0,22,4,21,21,16,10,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
38,0,1035,3,4,0,4,6861,8,1,12,3,19,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
26,1,265,29,2,0,1,4969,8,0,18,3,7,2,2,2,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
52,1,266,2,1,1,4,19845,1,0,15,3,33,32,14,9,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
44,0,1448,28,3,1,4,13320,3,1,18,3,23,12,11,11,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
50,0,145,1,3,1,3,6347,0,0,12,3,19,18,7,13,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
36,1,885,16,4,1,1,2743,1,0,16,3,18,17,13,14,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
39,0,945,22,3,1,1,10880,1,1,13,3,21,21,6,8,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
33,0,1038,8,1,1,4,2342,0,0,19,3,3,2,2,2,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
45,0,1234,11,2,1,4,17650,3,0,13,3,26,9,3,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
32,0,1109,29,4,1,3,4025,9,0,12,3,10,8,7,7,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
34,0,216,1,4,0,4,9725,0,0,11,3,16,15,1,9,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
59,0,1089,1,2,0,4,11904,3,1,14,3,14,6,4,4,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
45,0,788,24,4,0,2,2177,1,0,16,3,6,6,3,4,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
53,0,124,2,3,1,2,7525,2,0,12,3,30,15,7,12,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
36,1,660,15,3,0,3,4834,7,0,14,3,9,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
26,1,342,2,3,0,1,2042,6,1,14,3,6,3,2,2,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
34,0,1333,10,4,1,3,2220,1,1,19,3,1,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
28,0,1144,10,1,0,2,1052,1,0,22,4,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
38,0,1186,3,4,0,3,2821,3,0,16,3,8,2,2,2,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
50,0,1464,2,4,0,3,19237,2,1,11,3,29,8,1,7,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
37,0,124,3,3,1,2,4107,3,0,15,3,8,4,3,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
40,0,300,26,3,0,1,8396,1,0,14,3,8,7,7,5,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
26,0,921,1,1,1,3,2007,1,0,13,3,5,5,3,3,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
46,0,430,1,4,0,4,19627,9,0,17,3,23,2,2,2,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
54,0,1082,2,4,1,3,10686,6,0,11,3,13,9,4,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
56,0,1240,9,3,1,3,2942,2,0,19,3,18,5,4,3,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
36,0,796,12,5,1,4,8858,0,0,11,3,15,14,8,8,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
55,0,444,2,1,0,1,16756,7,0,15,3,31,9,7,2,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
43,0,415,25,3,0,4,10798,5,0,13,3,18,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
20,1,769,9,3,1,4,2323,1,1,14,3,2,2,2,2,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
21,1,1334,10,3,1,1,1416,1,0,13,3,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
46,0,1003,8,4,1,1,4615,8,1,23,4,19,16,13,7,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
51,1,1323,4,4,0,3,2461,9,1,12,3,18,10,0,7,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
28,1,1366,24,2,0,1,8722,1,0,12,3,10,10,7,9,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
26,0,192,1,2,0,1,3955,1,0,16,3,6,5,3,3,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
30,0,1176,20,3,0,1,9957,0,0,15,3,7,6,2,2,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
41,0,509,7,2,1,3,3376,1,0,13,3,10,10,6,8,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
38,0,330,17,1,1,3,8823,0,0,18,3,20,19,9,9,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
40,0,1492,20,4,0,4,10322,4,0,20,4,14,11,10,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
27,0,1277,8,5,0,3,4621,1,0,19,3,3,3,2,2,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
55,0,1091,2,1,0,2,10976,3,0,18,3,23,3,2,2,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
28,0,857,10,3,1,3,3660,3,0,13,3,10,8,7,7,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
44,1,1376,1,2,0,1,10482,9,0,14,3,24,20,6,6,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
33,0,654,5,3,0,4,7119,4,0,15,3,9,3,2,2,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
35,1,1204,4,3,0,1,9582,0,1,22,4,9,8,7,7,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
33,1,827,29,4,1,3,4508,1,0,22,4,14,13,7,8,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
28,0,895,15,2,0,3,2207,1,0,16,3,4,4,2,2,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
34,0,618,3,1,0,4,7756,0,0,17,3,7,6,2,4,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
37,0,309,10,4,1,4,6694,2,1,14,3,8,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
25,1,1219,4,1,0,4,3691,1,1,15,3,7,7,7,6,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
26,1,1330,21,3,0,3,2377,1,0,20,4,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
33,1,1017,25,3,0,2,2313,4,1,20,4,5,2,2,2,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
42,0,469,2,2,0,1,17665,0,0,17,3,23,22,6,7,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
28,1,1009,1,3,0,2,2596,1,0,15,3,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
50,1,959,1,4,0,3,4728,3,1,14,3,5,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
33,0,970,7,3,1,2,4302,0,0,17,3,4,3,2,2,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
34,0,697,3,4,0,4,2979,3,0,17,3,6,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
48,0,1262,1,4,0,4,16885,2,0,22,4,27,5,4,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
45,0,1050,9,4,1,3,5593,1,0,13,3,15,15,10,12,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
52,0,994,7,4,0,2,10445,7,0,19,3,18,8,6,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
38,0,770,10,4,0,3,8740,0,1,14,3,9,8,7,7,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
29,0,1107,28,4,1,4,2514,4,0,22,4,11,7,5,7,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
28,0,950,3,3,1,2,7655,0,0,17,3,10,9,7,7,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
46,0,406,3,1,0,3,17465,3,0,12,3,23,12,9,9,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
38,0,130,2,2,0,2,7351,7,0,16,3,10,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
43,0,1082,27,3,1,1,10820,8,0,11,3,18,8,7,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
39,1,203,2,3,0,4,12169,7,0,11,3,21,18,7,5,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
40,0,1308,14,3,0,3,19626,1,0,14,3,21,20,7,9,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
21,0,984,1,1,1,2,2070,1,1,11,3,2,2,2,2,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
39,0,439,9,3,0,2,6782,9,0,15,3,9,5,4,3,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
36,0,217,18,4,0,4,7779,2,0,20,4,18,11,9,9,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
31,0,793,20,3,0,4,2791,0,0,12,3,3,2,2,2,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
28,0,1451,2,1,0,2,3201,0,0,17,3,6,5,3,4,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
35,0,1182,11,2,0,4,4968,1,0,11,3,5,5,2,2,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
49,0,174,8,4,0,2,13120,6,0,17,3,22,9,8,3,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
34,0,1003,2,2,0,3,4033,2,0,11,3,5,3,2,2,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
29,0,490,10,3,1,2,3291,0,0,14,3,8,7,5,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
42,0,188,29,3,0,4,4272,4,0,19,3,16,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
29,0,718,8,1,0,4,5056,1,1,15,3,10,10,7,2,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
38,0,433,1,3,0,3,2844,1,0,13,3,7,7,6,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
28,0,773,6,3,0,3,2703,1,1,14,3,3,3,1,2,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
18,1,247,8,1,0,3,1904,1,0,12,3,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
33,1,603,9,4,1,1,8224,0,1,17,3,6,5,2,3,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
