Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,Gender,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole,YearsWithCurrManager
34,No,Travel_Frequently,1069,Research & Development,2,Below College,Life Sciences,Male,Manufacturing Director,High,Married,9547,1,No,17,Excellent,10,10,9,9
51,No,Travel_Rarely,313,Research & Development,3,Bachelor,Medical,Female,Healthcare Representative,Medium,Single,13734,3,No,18,Excellent,21,7,7,0
52,No,Travel_Rarely,699,Research & Development,1,Master,Life Sciences,Male,Manager,High,Married,19999,0,No,14,Excellent,34,33,18,9
27,No,Travel_Rarely,894,Research & Development,9,Bachelor,Medical,Female,Research Scientist,Medium,Single,2279,1,No,16,Excellent,7,7,7,3
35,Yes,Travel_Rarely,556,Research & Development,23,College,Life Sciences,Male,Manufacturing Director,High,Married,5916,3,Yes,13,Excellent,8,1,0,1
43,No,Non-Travel,1344,Research & Development,7,Bachelor,Medical,Male,Research Scientist,Very High,Divorced,2089,4,No,14,Excellent,7,5,4,2
45,No,Non-Travel,1195,Research & Development,2,College,Medical,Male,Manager,Very High,Married,16792,9,No,23,Outstanding,22,20,8,8
37,No,Travel_Rarely,290,Research & Development,21,Bachelor,Life Sciences,Male,Research Scientist,Low,Married,3564,1,Yes,12,Excellent,8,8,7,7
35,No,Travel_Frequently,138,Research & Development,2,Bachelor,Medical,Female,Laboratory Technician,Medium,Single,4425,5,No,11,Excellent,10,6,2,2
42,No,Non-Travel,926,Research & Development,21,College,Medical,Female,Manufacturing Director,High,Divorced,5265,2,No,16,Excellent,11,5,3,2
38,No,Travel_Rarely,1261,Research & Development,2,Master,Life Sciences,Male,Manufacturing Director,High,Married,6553,9,No,14,Excellent,14,1,0,0
38,No,Travel_Rarely,1084,Research & Development,29,Bachelor,Technical Degree,Male,Manufacturing Director,Very High,Married,6261,3,No,18,Excellent,9,7,7,7
27,No,Travel_Frequently,472,Research & Development,1,Below College,Technical Degree,Male,Manufacturing Director,Low,Married,4298,5,No,19,Excellent,6,2,2,0
49,No,Non-Travel,1002,Research & Development,18,Master,Life Sciences,Male,Manufacturing Director,Very High,Divorced,6804,1,Yes,15,Excellent,7,7,7,7
34,No,Travel_Frequently,878,Research & Development,10,Master,Medical,Male,Research Scientist,High,Divorced,3815,1,Yes,17,Excellent,5,5,3,0
40,No,Travel_Rarely,905,Research & Development,19,College,Medical,Male,Laboratory Technician,Very High,Married,2741,8,Yes,15,Excellent,15,7,2,7
38,Yes,Travel_Rarely,1180,Research & Development,29,Below College,Medical,Male,Healthcare Representative,Low,Married,6673,7,Yes,19,Excellent,17,1,0,0
29,Yes,Travel_Rarely,121,Sales,27,Bachelor,Marketing,Female,Sales Executive,Very High,Married,7639,1,No,22,Outstanding,10,10,4,9
22,No,Travel_Rarely,1136,Research & Development,5,Bachelor,Life Sciences,Male,Research Scientist,Medium,Divorced,2328,1,Yes,16,Excellent,4,4,2,2
36,No,Travel_Frequently,635,Research & Development,18,Below College,Medical,Female,Laboratory Technician,Very High,Single,2153,1,No,13,Excellent,8,8,1,7
40,No,Non-Travel,1151,Research & Development,9,Doctor,Life Sciences,Male,Healthcare Representative,Very High,Married,4876,9,No,14,Excellent,5,3,2,2
46,No,Travel_Rarely,644,Research & Development,1,Master,Medical,Male,Healthcare Representative,Low,Divorced,9396,7,No,16,Excellent,17,4,2,3
32,Yes,Travel_Rarely,1045,Sales,4,Master,Medical,Male,Sales Executive,Very High,Married,10400,1,No,11,Excellent,14,14,8,8
30,No,Non-Travel,829,Research & Development,1,Below College,Life Sciences,Male,Manufacturing Director,High,Single,8474,1,No,22,Outstanding,12,11,8,8
27,No,Travel_Frequently,1242,Sales,20,Bachelor,Life Sciences,Female,Sales Executive,High,Single,9981,1,No,14,Excellent,7,7,7,7
51,No,Travel_Rarely,1469,Research & Development,8,Master,Life Sciences,Male,Research Director,Medium,Married,12490,5,No,16,Excellent,16,10,9,7
30,Yes,Travel_Rarely,1005,Research & Development,3,Bachelor,Technical Degree,Female,Research Scientist,Low,Single,2657,5,Yes,11,Excellent,8,5,2,4
41,No,Travel_Rarely,896,Sales,6,Bachelor,Life Sciences,Female,Manager,Very High,Single,13591,3,Yes,18,Excellent,16,1,0,0
30,Yes,Travel_Frequently,334,Sales,26,Master,Marketing,Female,Sales Executive,Low,Single,6696,5,No,15,Excellent,9,6,3,1
29,Yes,Travel_Rarely,992,Research & Development,1,Bachelor,Technical Degree,Male,Research Scientist,High,Single,2058,0,No,14,Excellent,7,6,2,5
45,No,Non-Travel,1052,Sales,6,Bachelor,Medical,Female,Sales Executive,Very High,Single,8865,6,No,12,Excellent,23,19,7,8
54,No,Travel_Rarely,1147,Sales,3,Bachelor,Marketing,Female,Sales Executive,Low,Married,5940,2,No,14,Excellent,16,6,2,5
36,No,Travel_Rarely,1396,Research & Development,5,College,Life Sciences,Male,Laboratory Technician,Medium,Single,5914,8,No,16,Excellent,16,13,11,7
33,No,Travel_Rarely,147,Research & Development,4,Master,Medical,Female,Research Scientist,Medium,Married,2622,6,No,21,Outstanding,7,3,2,1
37,No,Travel_Frequently,663,Research & Development,11,Bachelor,Other,Male,Research Director,Very High,Divorced,12185,1,Yes,14,Excellent,10,10,8,7
38,No,Travel_Rarely,119,Sales,3,Bachelor,Life Sciences,Male,Sales Executive,High,Divorced,10609,0,No,12,Excellent,17,16,10,13
31,No,Non-Travel,979,Research & Development,1,Master,Medical,Male,Manufacturing Director,High,Married,4345,0,No,12,Excellent,6,5,4,4
59,No,Travel_Rarely,142,Research & Development,3,Bachelor,Life Sciences,Male,Research Scientist,Very High,Married,2177,3,No,17,Excellent,7,1,0,0
37,No,Travel_Frequently,319,Sales,4,Master,Marketing,Male,Sales Representative,Very High,Divorced,2793,4,No,17,Excellent,13,9,8,8
29,No,Travel_Frequently,1413,Sales,1,Below College,Medical,Female,Sales Executive,Very High,Married,7918,1,No,14,Excellent,11,11,10,1
35,No,Travel_Frequently,944,Sales,1,Bachelor,Marketing,Female,Sales Executive,High,Single,8789,1,No,14,Excellent,10,10,7,8
29,Yes,Travel_Rarely,896,Research & Development,18,Below College,Medical,Male,Research Scientist,Very High,Single,2389,1,Yes,13,Excellent,4,4,3,1
52,No,Travel_Rarely,1323,Research & Development,2,Bachelor,Life Sciences,Female,Laboratory Technician,Very High,Single,3212,7,No,15,Excellent,6,2,2,2
42,No,Travel_Rarely,532,Research & Development,4,College,Technical Degree,Male,Manager,Very High,Married,19232,1,No,11,Excellent,22,22,17,15
59,No,Travel_Rarely,818,Human Resources,6,College,Medical,Male,Human Resources,High,Married,2267,8,No,17,Excellent,7,2,2,2
50,No,Travel_Rarely,854,Sales,1,Master,Medical,Female,Manager,Very High,Divorced,19517,3,No,11,Excellent,32,7,0,6
33,Yes,Travel_Rarely,813,Research & Development,14,Bachelor,Medical,Male,Laboratory Technician,Very High,Married,2436,5,Yes,13,Excellent,8,5,4,4
43,No,Travel_Rarely,1034,Sales,16,Bachelor,Marketing,Female,Manager,Very High,Married,16064,5,Yes,22,Outstanding,22,17,13,9
33,Yes,Travel_Rarely,465,Research & Development,2,College,Life Sciences,Female,Laboratory Technician,Low,Married,2707,7,No,20,Outstanding,13,9,7,7
52,No,Non-Travel,771,Sales,2,Master,Life Sciences,Male,Manager,High,Single,19068,1,Yes,18,Excellent,33,33,7,12
32,No,Travel_Rarely,1401,Sales,4,College,Life Sciences,Female,Sales Representative,Medium,Married,3931,2,No,11,Excellent,6,4,3,2
32,Yes,Travel_Rarely,515,Research & Development,1,Bachelor,Life Sciences,Male,Laboratory Technician,High,Single,3730,0,Yes,14,Excellent,4,3,2,2
39,No,Travel_Rarely,1431,Research & Development,1,Master,Medical,Female,Laboratory Technician,High,Divorced,2232,7,No,14,Excellent,7,3,2,2
32,No,Non-Travel,976,Sales,26,Master,Marketing,Male,Sales Executive,Very High,Married,4465,0,No,18,Excellent,4,3,2,2
41,No,Travel_Rarely,1411,Research & Development,19,College,Life Sciences,Male,Research Scientist,Low,Divorced,3072,2,No,16,Excellent,17,1,0,0
40,No,Travel_Rarely,1300,Research & Development,24,College,Technical Degree,Male,Research Scientist,Very High,Divorced,3319,1,No,17,Excellent,9,9,8,7
45,No,Travel_Rarely,252,Research & Development,1,Bachelor,Other,Male,Manager,Very High,Married,19202,0,No,11,Excellent,25,24,0,7
31,No,Travel_Frequently,1327,Research & Development,3,Master,Medical,Male,Research Director,High,Divorced,13675,9,No,12,Excellent,9,2,2,2
33,No,Travel_Rarely,832,Research & Development,5,Master,Life Sciences,Female,Research Scientist,Very High,Married,2911,1,No,13,Excellent,2,2,2,2
34,No,Travel_Rarely,470,Research & Development,2,Master,Life Sciences,Male,Manufacturing Director,Low,Married,5957,6,No,13,Excellent,13,11,9,9
37,No,Travel_Rarely,1017,Research & Development,1,College,Medical,Female,Research Scientist,Low,Married,3920,2,No,14,Excellent,17,3,1,2
45,No,Travel_Frequently,1199,Research & Development,7,Master,Life Sciences,Male,Manufacturing Director,High,Married,6434,4,No,17,Excellent,9,3,2,2
37,Yes,Travel_Frequently,504,Research & Development,10,Bachelor,Medical,Male,Manufacturing Director,High,Divorced,10048,6,No,11,Excellent,17,1,0,0
39,No,Travel_Frequently,505,Research & Development,2,Master,Technical Degree,Female,Healthcare Representative,High,Single,10938,0,No,25,Outstanding,20,19,6,8
29,No,Travel_Rarely,665,Research & Development,15,Bachelor,Life Sciences,Male,Research Scientist,Very High,Single,2340,1,No,19,Excellent,6,6,5,5
42,No,Travel_Rarely,916,Research & Development,17,College,Life Sciences,Female,Research Scientist,Low,Single,6545,3,Yes,13,Excellent,10,3,2,2
29,No,Travel_Rarely,1247,Sales,20,College,Marketing,Male,Sales Executive,Very High,Divorced,6931,2,No,14,Excellent,10,3,2,2
25,No,Travel_Rarely,685,Research & Development,1,Bachelor,Life Sciences,Female,Manufacturing Director,High,Married,4898,0,No,12,Excellent,5,4,2,2
42,No,Travel_Rarely,269,Research & Development,2,Bachelor,Medical,Female,Laboratory Technician,Low,Divorced,2593,0,Yes,11,Excellent,10,9,6,8
40,No,Travel_Rarely,1416,Research & Development,2,College,Medical,Male,Research Director,High,Divorced,19436,0,No,19,Excellent,22,21,7,9
51,No,Travel_Rarely,833,Research & Development,1,Bachelor,Life Sciences,Male,Research Scientist,Very High,Married,2723,1,No,11,Excellent,1,1,0,0
31,Yes,Travel_Frequently,307,Research & Development,29,College,Medical,Male,Laboratory Technician,Medium,Single,3479,0,No,11,Excellent,6,5,4,4
32,No,Travel_Frequently,1311,Research & Development,7,Bachelor,Life Sciences,Male,Laboratory Technician,Medium,Married,2794,1,No,20,Outstanding,5,5,1,3
38,No,Non-Travel,1327,Sales,2,College,Life Sciences,Male,Sales Executive,Very High,Married,5249,3,No,18,Excellent,13,8,7,5
32,No,Travel_Rarely,128,Research & Development,2,Below College,Technical Degree,Male,Laboratory Technician,Low,Single,2176,4,No,13,Excellent,9,6,2,4
46,No,Travel_Rarely,488,Sales,2,Bachelor,Technical Degree,Female,Manager,Medium,Married,16872,3,Yes,12,Excellent,28,7,7,7
28,Yes,Travel_Rarely,529,Research & Development,2,Master,Life Sciences,Male,Laboratory Technician,High,Single,3485,2,No,11,Excellent,5,0,0,0
29,No,Travel_Rarely,1210,Sales,2,Bachelor,Medical,Male,Sales Executive,Medium,Married,6644,2,No,19,Excellent,10,0,0,0
31,No,Travel_Rarely,1463,Research & Development,23,Bachelor,Medical,Male,Healthcare Representative,Very High,Married,5582,0,No,21,Outstanding,10,9,0,8
25,No,Non-Travel,675,Research & Development,5,College,Life Sciences,Male,Healthcare Representative,Low,Divorced,4000,1,No,12,Excellent,6,6,3,5
45,No,Travel_Rarely,1385,Research & Development,20,College,Medical,Male,Healthcare Representative,Very High,Married,13496,0,Yes,14,Excellent,21,20,7,10
36,No,Travel_Rarely,1403,Research & Development,6,Bachelor,Life Sciences,Male,Laboratory Technician,Very High,Married,3210,0,No,11,Excellent,16,15,13,11
55,No,Travel_Rarely,452,Research & Development,1,Bachelor,Medical,Male,Manager,Low,Single,19045,0,Yes,14,Excellent,37,36,10,13
47,Yes,Non-Travel,666,Research & Development,29,Master,Life Sciences,Male,Manager,Medium,Married,11849,1,Yes,12,Excellent,10,10,7,9
28,No,Travel_Rarely,1158,Research & Development,9,Bachelor,Medical,Male,Research Scientist,Very High,Married,2070,1,No,23,Outstanding,5,5,2,4
37,No,Travel_Rarely,228,Sales,6,Master,Medical,Male,Sales Executive,Very High,Married,6502,4,No,14,Excellent,7,5,4,1
21,No,Travel_Rarely,996,Research & Development,3,College,Medical,Male,Research Scientist,High,Single,3230,1,No,17,Excellent,3,3,2,0
37,No,Non-Travel,728,Research & Development,1,Master,Medical,Female,Research Director,Very High,Divorced,13603,2,Yes,18,Excellent,15,5,2,2
35,No,Travel_Rarely,1315,Research & Development,22,Bachelor,Life Sciences,Female,Manager,Medium,Divorced,11996,7,No,18,Excellent,10,7,7,2
38,No,Travel_Rarely,322,Sales,7,College,Medical,Female,Sales Executive,Low,Divorced,5605,1,Yes,24,Outstanding,8,8,0,7
26,No,Travel_Frequently,1479,Research & Development,1,Bachelor,Life Sciences,Female,Manufacturing Director,Medium,Divorced,6397,1,No,20,Outstanding,6,6,5,4
50,No,Travel_Rarely,797,Research & Development,4,Below College,Life Sciences,Male,Research Director,Medium,Divorced,19144,3,No,14,Excellent,28,10,4,6
53,No,Travel_Rarely,1070,Research & Development,3,Master,Medical,Male,Research Director,High,Married,17584,3,Yes,16,Excellent,21,5,3,3
42,No,Travel_Rarely,635,Sales,1,Below College,Life Sciences,Male,Sales Executive,High,Married,4907,1,No,25,Outstanding,20,20,16,6
29,No,Travel_Frequently,442,Sales,2,College,Life Sciences,Male,Sales Executive,Very High,Single,4554,1,No,18,Excellent,10,10,7,9
55,No,Travel_Rarely,147,Research & Development,20,College,Technical Degree,Male,Laboratory Technician,Very High,Married,5415,3,Yes,19,Excellent,12,10,7,8
26,No,Travel_Frequently,496,Research & Development,11,College,Medical,Male,Healthcare Representative,Low,Married,4741,1,Yes,13,Excellent,5,5,3,3
37,No,Travel_Rarely,1372,Research & Development,1,Bachelor,Life Sciences,Female,Research Scientist,Very High,Single,2115,1,No,12,Excellent,17,17,12,7
44,Yes,Travel_Frequently,920,Research & Development,24,Bachelor,Life Sciences,Male,Laboratory Technician,High,Divorced,3161,3,Yes,22,Outstanding,19,1,0,0
38,No,Travel_Rarely,688,Research & Development,23,Master,Life Sciences,Male,Healthcare Representative,Very High,Divorced,5745,9,No,14,Excellent,10,2,2,2
26,Yes,Travel_Rarely,1449,Research & Development,16,Master,Medical,Male,Laboratory Technician,Medium,Divorced,2373,2,Yes,13,Excellent,5,3,2,2
28,No,Travel_Rarely,1117,Research & Development,8,College,Life Sciences,Female,Research Scientist,Very High,Single,3310,1,No,21,Outstanding,5,5,3,2
49,No,Travel_Frequently,636,Research & Development,10,Master,Life Sciences,Female,Research Director,Low,Single,18665,9,Yes,11,Excellent,22,3,2,2
36,No,Travel_Rarely,506,Research & Development,3,Bachelor,Technical Degree,Male,Research Scientist,Medium,Single,4485,4,No,12,Excellent,10,8,0,7
31,No,Travel_Frequently,444,Sales,5,Bachelor,Marketing,Female,Sales Representative,Medium,Divorced,2789,1,No,11,Excellent,2,2,2,2
26,Yes,Travel_Rarely,950,Sales,4,Master,Marketing,Male,Sales Executive,Very High,Single,5828,1,Yes,12,Excellent,8,8,7,4
37,No,Travel_Frequently,889,Research & Development,9,Bachelor,Medical,Male,Research Scientist,Very High,Married,2326,1,Yes,12,Excellent,4,4,2,2
42,No,Travel_Frequently,555,Sales,26,Bachelor,Marketing,Female,Sales Executive,Medium,Married,13525,5,No,14,Excellent,23,20,4,8
18,Yes,Travel_Rarely,230,Research & Development,3,Bachelor,Life Sciences,Male,Laboratory Technician,High,Single,1420,1,No,13,Excellent,0,0,0,0
35,No,Travel_Rarely,1232,Sales,16,Bachelor,Marketing,Male,Sales Executive,Medium,Married,8020,0,No,15,Excellent,12,11,9,9
36,No,Travel_Frequently,566,Research & Development,18,Master,Life Sciences,Male,Laboratory Technician,Very High,Married,3688,4,No,18,Excellent,4,1,0,0
51,No,Travel_Rarely,1302,Research & Development,2,Bachelor,Medical,Male,Manufacturing Director,Medium,Divorced,5482,5,No,18,Excellent,13,4,1,2
41,No,Travel_Rarely,334,Sales,2,Master,Life Sciences,Male,Manager,Medium,Single,16015,1,No,19,Excellent,22,22,10,4
18,No,Travel_Rarely,812,Sales,10,Bachelor,Medical,Female,Sales Representative,High,Single,1200,1,No,12,Excellent,0,0,0,0
28,No,Travel_Rarely,1476,Research & Development,16,College,Medical,Male,Healthcare Representative,Low,Single,5661,0,No,19,Excellent,9,8,3,7
31,No,Travel_Rarely,218,Sales,7,Bachelor,Technical Degree,Male,Sales Executive,Very High,Married,6929,4,No,11,Excellent,10,8,7,7
39,No,Travel_Rarely,1132,Research & Development,1,Bachelor,Medical,Male,Healthcare Representative,Very High,Divorced,9613,0,No,17,Excellent,19,18,10,7
36,No,Non-Travel,1105,Research & Development,24,Master,Life Sciences,Female,Laboratory Technician,Medium,Married,5674,7,No,15,Excellent,11,9,8,8
32,No,Travel_Rarely,906,Sales,7,Bachelor,Life Sciences,Male,Sales Executive,High,Married,5484,1,No,14,Excellent,13,13,8,8
38,No,Travel_Rarely,849,Research & Development,25,College,Life Sciences,Female,Research Director,Medium,Married,12061,3,No,17,Excellent,19,10,8,1
58,No,Non-Travel,390,Research & Development,1,Master,Life Sciences,Male,Healthcare Representative,High,Divorced,5660,2,Yes,13,Excellent,12,5,3,2
31,No,Travel_Rarely,691,Research & Development,5,Master,Technical Degree,Male,Research Scientist,Very High,Married,4821,0,Yes,12,Excellent,6,5,2,3
31,No,Travel_Rarely,106,Human Resources,2,Bachelor,Human Resources,Male,Human Resources,Low,Married,6410,3,No,12,Excellent,9,2,2,0
45,No,Travel_Frequently,1249,Research & Development,7,Bachelor,Life Sciences,Male,Laboratory Technician,Low,Divorced,5210,1,No,18,Excellent,24,24,9,11
31,No,Travel_Rarely,192,Research & Development,2,Master,Life Sciences,Male,Research Scientist,Very High,Divorced,2695,0,Yes,18,Excellent,3,2,2,2
33,No,Travel_Frequently,553,Research & Development,5,Master,Life Sciences,Female,Manager,Medium,Married,11878,6,No,11,Excellent,12,10,6,8
39,No,Travel_Rarely,117,Research & Development,10,Below College,Medical,Male,Manager,Low,Married,17068,1,Yes,14,Excellent,21,21,9,10
43,No,Travel_Frequently,185,Research & Development,10,Master,Life Sciences,Female,Laboratory Technician,Very High,Single,2455,0,No,19,Excellent,9,8,7,7
49,No,Travel_Rarely,1091,Research & Development,1,College,Technical Degree,Female,Healthcare Representative,High,Single,13964,7,Yes,12,Excellent,25,7,1,7
52,Yes,Travel_Rarely,723,Research & Development,8,Master,Medical,Male,Research Scientist,Medium,Married,4941,2,No,15,Excellent,11,8,2,7
27,No,Travel_Rarely,1220,Research & Development,5,Bachelor,Life Sciences,Female,Research Scientist,Medium,Single,2478,1,Yes,12,Excellent,4,4,3,2
32,No,Travel_Rarely,588,Sales,8,College,Technical Degree,Female,Sales Executive,Medium,Married,5228,1,Yes,11,Excellent,13,13,12,9
27,No,Travel_Rarely,1377,Sales,2,Bachelor,Life Sciences,Male,Sales Executive,High,Single,4478,1,Yes,11,Excellent,5,5,4,4
